date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:01:02	157878/157878	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/portfolio-detail.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/portfolio-detail.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:02	146819/146819	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/my-account.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/my-account.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:03	4615/4615	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20May%202021%2010:09:30%20GMT	https://nouthemes.net/html/mymedi/coming-soon-v1.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/coming-soon-v1.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:03	4613/4613	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20May%202021%2010:09:30%20GMT	https://nouthemes.net/html/mymedi/coming-soon-v2.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/coming-soon-v2.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:04	175703/175703	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/product2.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/product2.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:04	163834/163834	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/product3.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/product3.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:05	212678/212678	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/product4.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/product4.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:05	208980/208980	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/product5.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/product5.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:06	198929/198929	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/product6.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/product6.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:06	132703/132703	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/product7.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/product7.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:07	217672/217672	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/product-variable.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/product-variable.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:07	212184/212184	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/product-sold-out.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/product-sold-out.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:08	179727/179727	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/blog-sidebar1.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/blog-sidebar1.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:08	181451/181451	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/blog-sidebar2.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/blog-sidebar2.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:09	155090/155090	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/blog-masonry.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/blog-masonry.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:09	224730/224730	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/blog-post1.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/blog-post1.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:10	197462/197462	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/blog-post2.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/blog-post2.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:10	21869/21869	---M--	200	added ('OK')	image/jpeg	etag:%22556d-5c1c1e6c3e500%22	https://nouthemes.net/html/mymedi/img/products/054.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/054.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:10	27802/27802	---M--	200	added ('OK')	image/jpeg	etag:%226c9a-5c1c1eff1bf80%22	https://nouthemes.net/html/mymedi/img/products/057.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/057.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:11	80788/80788	---M--	200	added ('OK')	image/jpeg	etag:%2213b94-5c1c1b6b94f80%22	https://nouthemes.net/html/mymedi/img/products/028.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/028.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:11	81343/81343	---M--	200	added ('OK')	image/jpeg	etag:%2213dbf-5c1c1b6d7d400%22	https://nouthemes.net/html/mymedi/img/products/045.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/045.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:12	37316/37316	---M--	200	added ('OK')	image/jpeg	etag:%2291c4-5c1c1c72cbc80%22	https://nouthemes.net/html/mymedi/img/products/016.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/016.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:12	51034/51034	---M--	200	added ('OK')	image/jpeg	etag:%22c75a-5c1c1e6a56080%22	https://nouthemes.net/html/mymedi/img/products/021.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/021.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:12	72051/72051	---M--	200	added ('OK')	image/jpeg	etag:%2211973-5c1c1c72cbc80%22	https://nouthemes.net/html/mymedi/img/products/002.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/002.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:12	102357/102357	---M--	200	added ('OK')	image/jpeg	etag:%2218fd5-5c1c1c72cbc80%22	https://nouthemes.net/html/mymedi/img/products/017.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/017.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:13	137609/137609	---M--	200	added ('OK')	image/jpeg	etag:%2221989-5c1c1239e9e80%22	https://nouthemes.net/html/mymedi/img/promotion/slide13.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/slide13.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:13	204802/204802	---M--	200	added ('OK')	image/jpeg	etag:%2232002-5c1c1239e9e80%22	https://nouthemes.net/html/mymedi/img/promotion/slide14.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/slide14.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:14	270299/270299	---M--	200	added ('OK')	image/jpeg	etag:%2241fdb-5c1c123bd2300%22	https://nouthemes.net/html/mymedi/img/promotion/slide16.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/slide16.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:15	3338/3338	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d0a-5c1e83b5bd200%22	https://nouthemes.net/html/mymedi/img/icon/bacterial.svg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/icon/bacterial.svg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:15	1220/1220	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224c4-5c1e83b5bd200%22	https://nouthemes.net/html/mymedi/img/icon/virus.svg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/icon/virus.svg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:15	26811/26811	---M--	200	added ('OK')	image/jpeg	etag:%2268bb-5c1c10cf84780%22	https://nouthemes.net/html/mymedi/img/promotion/banner-home13-4.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/banner-home13-4.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:16	1787/1787	---M--	200	added ('OK')	image/png	etag:%226fb-5c1e83b5bd200%22	https://nouthemes.net/html/mymedi/img/icon/icon10.png	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/icon/icon10.png	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:16	27267/27267	---M--	200	added ('OK')	image/jpeg	etag:%226a83-5c1c10cf84780%22	https://nouthemes.net/html/mymedi/img/promotion/banner-home13-5.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/banner-home13-5.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:16	25749/25749	---M--	200	added ('OK')	image/jpeg	etag:%226495-5c1c10cf84780%22	https://nouthemes.net/html/mymedi/img/promotion/banner-home13-6.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/banner-home13-6.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:16	11356/11356	---M--	200	added ('OK')	image/jpeg	etag:%222c5c-5c1c1f0104400%22	https://nouthemes.net/html/mymedi/img/products/medicine1.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/medicine1.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:17	13477/13477	---M--	200	added ('OK')	image/jpeg	etag:%2234a5-5c1c1f0104400%22	https://nouthemes.net/html/mymedi/img/products/medicine3.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/medicine3.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:17	11399/11399	---M--	200	added ('OK')	image/jpeg	etag:%222c87-5c1c1f0104400%22	https://nouthemes.net/html/mymedi/img/products/medicine2.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/medicine2.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:18	9521/9521	---M--	200	added ('OK')	image/jpeg	etag:%222531-5c1c1f0104400%22	https://nouthemes.net/html/mymedi/img/products/medicine5.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/medicine5.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:19	7413/7413	---M--	200	added ('OK')	image/jpeg	etag:%221cf5-5c1c1f3483d80%22	https://nouthemes.net/html/mymedi/img/products/medicine4.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/medicine4.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:19	16646/16646	---M--	200	added ('OK')	image/jpeg	etag:%224106-5c1c1f3483d80%22	https://nouthemes.net/html/mymedi/img/products/medicine16.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/medicine16.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:20	10062/10062	---M--	200	added ('OK')	image/jpeg	etag:%22274e-5c1c1f3483d80%22	https://nouthemes.net/html/mymedi/img/products/medicine17.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/medicine17.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:20	12981/12981	---M--	200	added ('OK')	image/jpeg	etag:%2232b5-5c1c1f3483d80%22	https://nouthemes.net/html/mymedi/img/products/medicine18.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/medicine18.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:20	11824/11824	---M--	200	added ('OK')	image/jpeg	etag:%222e30-5c1c1f366c200%22	https://nouthemes.net/html/mymedi/img/products/medicine19.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/medicine19.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:21	7793/7793	---M--	200	added ('OK')	image/jpeg	etag:%221e71-5c1c1f6432e00%22	https://nouthemes.net/html/mymedi/img/products/medicine20.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/medicine20.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:21	116981/116981	---M--	200	added ('OK')	image/jpeg	etag:%221c8f5-5c1c112b11f80%22	https://nouthemes.net/html/mymedi/img/promotion/bg-banner16.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/bg-banner16.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:21	440/440	---M--	200	added ('OK')	image/png	etag:%221b8-5c1e83b5bd200%22	https://nouthemes.net/html/mymedi/img/icon/icon11.png	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/icon/icon11.png	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:22	412/412	---M--	200	added ('OK')	image/png	etag:%2219c-5c1e83b5bd200%22	https://nouthemes.net/html/mymedi/img/icon/icon12.png	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/icon/icon12.png	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:23	14770/14770	---M--	200	added ('OK')	image/jpeg	etag:%2239b2-5c1c1f3483d80%22	https://nouthemes.net/html/mymedi/img/products/medicine6.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/medicine6.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:24	12995/12995	---M--	200	added ('OK')	image/jpeg	etag:%2232c3-5c1c1f3483d80%22	https://nouthemes.net/html/mymedi/img/products/medicine7.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/medicine7.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:27	8915/8915	---M--	200	added ('OK')	image/jpeg	etag:%2222d3-5c1c1f3483d80%22	https://nouthemes.net/html/mymedi/img/products/medicine8.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/medicine8.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:28	13777/13777	---M--	200	added ('OK')	image/jpeg	etag:%2235d1-5c1c1f0104400%22	https://nouthemes.net/html/mymedi/img/products/medicine9.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/medicine9.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:28	10929/10929	---M--	200	added ('OK')	image/jpeg	etag:%222ab1-5c1c1f3483d80%22	https://nouthemes.net/html/mymedi/img/products/medicine10.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/medicine10.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:28	15259/15259	---M--	200	added ('OK')	image/jpeg	etag:%223b9b-5c1c10cf84780%22	https://nouthemes.net/html/mymedi/img/promotion/banner-delivery-3.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/banner-delivery-3.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:28	15808/15808	---M--	200	added ('OK')	image/jpeg	etag:%223dc0-5c1c1f3483d80%22	https://nouthemes.net/html/mymedi/img/products/medicine11.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/medicine11.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:29	15665/15665	---M--	200	added ('OK')	image/jpeg	etag:%223d31-5c1c1f3483d80%22	https://nouthemes.net/html/mymedi/img/products/medicine12.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/medicine12.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:30	19640/19640	---M--	200	added ('OK')	image/jpeg	etag:%224cb8-5c1c1f3483d80%22	https://nouthemes.net/html/mymedi/img/products/medicine13.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/medicine13.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:32	16003/16003	---M--	200	added ('OK')	image/jpeg	etag:%223e83-5c1c1f3483d80%22	https://nouthemes.net/html/mymedi/img/products/medicine14.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/medicine14.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:36	16563/16563	---M--	200	added ('OK')	image/jpeg	etag:%2240b3-5c1c1f3483d80%22	https://nouthemes.net/html/mymedi/img/products/medicine15.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/medicine15.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:37	64921/64921	---M--	200	added ('OK')	image/jpeg	etag:%22fd99-5c1c112b11f80%22	https://nouthemes.net/html/mymedi/img/promotion/bg-banner17.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/bg-banner17.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:39	41115/41115	---M--	200	added ('OK')	image/jpeg	etag:%22a09b-5c1c10cf84780%22	https://nouthemes.net/html/mymedi/img/promotion/banner-home13-1.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/banner-home13-1.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:42	88675/88675	---M--	200	added ('OK')	image/jpeg	etag:%2215a63-5c1c10cf84780%22	https://nouthemes.net/html/mymedi/img/promotion/banner-home13-2.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/banner-home13-2.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:45	1357/1357	---M--	200	added ('OK')	image/png	etag:%2254d-5c1e83b5bd200%22	https://nouthemes.net/html/mymedi/img/icon/icon9.png	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/icon/icon9.png	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:49	2039/2039	---M--	200	added ('OK')	image/jpeg	etag:%227f7-5c1c20e393680%22	https://nouthemes.net/html/mymedi/img/branch/brand-dark-1.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/branch/brand-dark-1.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:49	58028/58028	---M--	200	added ('OK')	image/jpeg	etag:%22e2ac-5c1c10cf84780%22	https://nouthemes.net/html/mymedi/img/promotion/banner-home13-3.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/banner-home13-3.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:50	1280/1280	---M--	200	added ('OK')	image/jpeg	etag:%22500-5c1c20e393680%22	https://nouthemes.net/html/mymedi/img/branch/brand-dark-2.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/branch/brand-dark-2.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:52	1861/1861	---M--	200	added ('OK')	image/jpeg	etag:%22745-5c1c20e393680%22	https://nouthemes.net/html/mymedi/img/branch/brand-dark-3.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/branch/brand-dark-3.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:53	1974/1974	---M--	200	added ('OK')	image/jpeg	etag:%227b6-5c1c20e393680%22	https://nouthemes.net/html/mymedi/img/branch/brand-dark-4.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/branch/brand-dark-4.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:54	1544/1544	---M--	200	added ('OK')	image/jpeg	etag:%22608-5c1c20e393680%22	https://nouthemes.net/html/mymedi/img/branch/brand-dark-5.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/branch/brand-dark-5.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:54	2000/2000	---M--	200	added ('OK')	image/jpeg	etag:%227d0-5c1c20e393680%22	https://nouthemes.net/html/mymedi/img/branch/brand-dark-6.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/branch/brand-dark-6.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:54	1717/1717	---M--	200	added ('OK')	image/jpeg	etag:%226b5-5c1c20e393680%22	https://nouthemes.net/html/mymedi/img/branch/brand-dark-7.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/branch/brand-dark-7.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:54	1813/1813	---M--	200	added ('OK')	image/jpeg	etag:%22715-5c1c20fc5f100%22	https://nouthemes.net/html/mymedi/img/branch/brand-dark-8.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/branch/brand-dark-8.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:55	2321/2321	---M--	200	added ('OK')	image/jpeg	etag:%22911-5c1c20e393680%22	https://nouthemes.net/html/mymedi/img/branch/brand-dark-9.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/branch/brand-dark-9.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:55	1424/1424	---M--	200	added ('OK')	image/jpeg	etag:%22590-5c1c20fe47580%22	https://nouthemes.net/html/mymedi/img/branch/brand-dark-10.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/branch/brand-dark-10.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:55	17855/17855	---M--	200	added ('OK')	image/jpeg	etag:%2245bf-5c1c212a25d00%22	https://nouthemes.net/html/mymedi/img/blog/blog2-496x262.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/blog/blog2-496x262.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:55	44708/44708	---M--	200	added ('OK')	image/jpeg	etag:%22aea4-5c1c212c0e180%22	https://nouthemes.net/html/mymedi/img/blog/blog11-496x262.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/blog/blog11-496x262.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:58	13096/13096	---M--	200	added ('OK')	image/jpeg	etag:%223328-5c1c2159d4d80%22	https://nouthemes.net/html/mymedi/img/blog/blog13-496x262.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/blog/blog13-496x262.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:58	18714/18714	---M--	200	added ('OK')	image/jpeg	etag:%22491a-5c1c212c0e180%22	https://nouthemes.net/html/mymedi/img/blog/blog12-496x262.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/blog/blog12-496x262.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:59	10547/10547	---M--	200	added ('OK')	image/png	etag:%222933-5c1c24621f500%22	https://nouthemes.net/html/mymedi/img/sticky-logo.png	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/sticky-logo.png	(from https://nouthemes.net/html/mymedi/home13.html)
02:02:00	5072/5072	---M--	200	added ('OK')	image/png	etag:%2213d0-5c1c240c4aa80%22	https://nouthemes.net/html/mymedi/img/logo-white.png	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/logo-white.png	(from https://nouthemes.net/html/mymedi/home13.html)
02:02:00	2500/2500	---M--	200	added ('OK')	image/png	etag:%229c4-5c1c240c4aa80%22	https://nouthemes.net/html/mymedi/img/Logo-black.png	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/Logo-black.png	(from https://nouthemes.net/html/mymedi/home13.html)
02:02:00	1453/1453	---M--	200	added ('OK')	image/png	etag:%225ad-5c1c240c4aa80%22	https://nouthemes.net/html/mymedi/img/logo-white1.png	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/logo-white1.png	(from https://nouthemes.net/html/mymedi/home13.html)
02:02:01	4727/4727	---M--	200	added ('OK')	image/png	etag:%221277-5c1c246037080%22	https://nouthemes.net/html/mymedi/img/payment.png	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/payment.png	(from https://nouthemes.net/html/mymedi/home13.html)
02:02:01	1346/1346	---M--	200	added ('OK')	image/png	etag:%22542-5c1c246037080%22	https://nouthemes.net/html/mymedi/img/payment-light.png	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/payment-light.png	(from https://nouthemes.net/html/mymedi/home13.html)
